-1.47949e-05, -1.47949e-05, -1.47949e-05, -1.47949e-05, -1.47949e-05, -1.47949e-05, -1.47949e-05, -1.47949e-05, -1.47949e-05, 1.01248e+06, -1, -1, 
-1.78223e-05, -1.78223e-05, -1.78223e-05, -1.78223e-05, -1.78223e-05, -1.78223e-05, -1.78223e-05, -1.78223e-05, -1.78223e-05, 1.01248e+06, -1, -1, 
-2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, 1.01248e+06, -1, -1, 
-2.34375e-05, -2.34375e-05, -2.34375e-05, -2.34375e-05, -2.34375e-05, -2.34375e-05, -2.34375e-05, -2.34375e-05, -2.34375e-05, 1.01248e+06, -1, -1, 
-2.54883e-05, -2.54883e-05, -2.54883e-05, -2.54883e-05, -2.54883e-05, -2.54883e-05, -2.54883e-05, -2.54883e-05, -2.54883e-05, 1.01248e+06, -1, -1, 
-2.7002e-05, -2.7002e-05, -2.7002e-05, -2.7002e-05, -2.7002e-05, -2.7002e-05, -2.7002e-05, -2.7002e-05, -2.7002e-05, 1.01248e+06, -1, -1, 
-2.83691e-05, -2.83691e-05, -2.83691e-05, -2.83691e-05, -2.83691e-05, -2.83691e-05, -2.83691e-05, -2.83691e-05, -2.83691e-05, 1.01248e+06, -1, -1, 
-3.00293e-05, -3.00293e-05, -3.00293e-05, -3.00293e-05, -3.00293e-05, -3.00293e-05, -3.00293e-05, -3.00293e-05, -3.00293e-05, 1.01248e+06, -1, -1, 
-3.20313e-05, -3.20313e-05, -3.20313e-05, -3.20313e-05, -3.20313e-05, -3.20313e-05, -3.20313e-05, -3.20313e-05, -3.20313e-05, 1.01248e+06, -1, -1, 
-3.42285e-05, -3.42285e-05, -3.42285e-05, -3.42285e-05, -3.42285e-05, -3.42285e-05, -3.42285e-05, -3.42285e-05, -3.42285e-05, 1.01248e+06, -1, -1, 
-3.6377e-05, -3.6377e-05, -3.6377e-05, -3.6377e-05, -3.6377e-05, -3.6377e-05, -3.6377e-05, -3.6377e-05, -3.6377e-05, 1.01248e+06, -1, -1, 
-3.85742e-05, -3.85742e-05, -3.85742e-05, -3.85742e-05, -3.85742e-05, -3.85742e-05, -3.85742e-05, -3.85742e-05, -3.85742e-05, 1.01248e+06, -1, -1, 
-4.0625e-05, -4.0625e-05, -4.0625e-05, -4.0625e-05, -4.0625e-05, -4.0625e-05, -4.0625e-05, -4.0625e-05, -4.0625e-05, 1.01248e+06, -1, -1, 
-4.23828e-05, -4.23828e-05, -4.23828e-05, -4.23828e-05, -4.23828e-05, -4.23828e-05, -4.23828e-05, -4.23828e-05, -4.23828e-05, 1.01248e+06, -1, -1, 
-4.33105e-05, -4.33105e-05, -4.33105e-05, -4.33105e-05, -4.33105e-05, -4.33105e-05, -4.33105e-05, -4.33105e-05, -4.33105e-05, 1.01248e+06, -1, -1, 
-4.29688e-05, -4.29688e-05, -4.29688e-05, -4.29688e-05, -4.29688e-05, -4.29688e-05, -4.29688e-05, -4.29688e-05, -4.29688e-05, 1.01248e+06, -1, -1, 
-4.14063e-05, -4.14063e-05, -4.14063e-05, -4.14063e-05, -4.14063e-05, -4.14063e-05, -4.14063e-05, -4.14063e-05, -4.14063e-05, 1.01248e+06, -1, -1, 
